ScenarioID,ScenarioDescription,RequiredTrait,AgeRange,ChoiceID,ChoiceDescription,RequiredTrait,QuizID,OutcomeID,OutcomeDescription,Impact,ResultTrait
SC048,"You sign up for a gym membership, full of motivation. A month later, your attendance record is... questionable. What do you do?","None","AGE12",SC048C1,"Actually go and work out.","None","None",SC048C2O1,"You feel great... for about two days before never going back.","I10","None"
SC048,"You sign up for a gym membership, full of motivation. A month later, your attendance record is... questionable. What do you do?","None","AGE12",SC048C1,"Actually go and work out.","None","None",SC048C2O2,"You keep it up and start feeling unstoppable.","I7","None"
SC048,"You sign up for a gym membership, full of motivation. A month later, your attendance record is... questionable. What do you do?","None","AGE12",SC048C2,"Convince yourself that walking to the gym counts as exercise.","None","None",SC048C3O3,"You arrive, take a selfie, and leave. Mission accomplished.","I3","None"
SC048,"You sign up for a gym membership, full of motivation. A month later, your attendance record is... questionable. What do you do?","None","AGE12",SC048C2,"Convince yourself that walking to the gym counts as exercise.","None","None",SC048C3O4,"Your guilt wins, and you do at least one workout.","I12","None"
SC048,"You sign up for a gym membership, full of motivation. A month later, your attendance record is... questionable. What do you do?","None","AGE12",SC048C3,"Cancel the membership and pretend it never happened.","None","None",SC048C4O5,"The cancellation process is so complicated, you give up.","I6","None"
SC048,"You sign up for a gym membership, full of motivation. A month later, your attendance record is... questionable. What do you do?","None","AGE12",SC048C3,"Cancel the membership and pretend it never happened.","None","None",SC048C4O6,"You succeed, but now you’re back to square one.","I14","None"
SC048,"You sign up for a gym membership, full of motivation. A month later, your attendance record is... questionable. What do you do?","None","AGE12",SC048C4,"Ignore it and let the monthly fees drain your bank account.","None","None",SC048C5O7,"At least now you have a very expensive imaginary fitness routine.","I5","None"
SC048,"You sign up for a gym membership, full of motivation. A month later, your attendance record is... questionable. What do you do?","None","AGE12",SC048C4,"Ignore it and let the monthly fees drain your bank account.","None","None",SC048C5O8,"Your bank statement finally forces you to reconsider your life choices.","I9","None"
SC049,"You impulsively order something online at 2 AM. Now it’s arriving today. What’s the situation?","None","AGE12",SC049C1,"Excitedly wait for the package like a kid on Christmas.","None","None",SC049C2O1,"It arrives, and it’s even better than expected. Win!","I1","None"
SC049,"You impulsively order something online at 2 AM. Now it’s arriving today. What’s the situation?","None","AGE12",SC049C1,"Excitedly wait for the package like a kid on Christmas.","None","None",SC049C2O2,"It arrives… but now you realize you don’t actually need it.","I11","None"
SC049,"You impulsively order something online at 2 AM. Now it’s arriving today. What’s the situation?","None","AGE12",SC049C2,"Panic because you forgot what you even ordered.","None","None",SC049C3O3,"You open it like a mystery gift, hoping for the best.","I4","None"
SC049,"You impulsively order something online at 2 AM. Now it’s arriving today. What’s the situation?","None","AGE12",SC049C2,"Panic because you forgot what you even ordered.","None","None",SC049C3O4,"It’s something completely ridiculous, and now you’re confused.","I13","None"
SC049,"You impulsively order something online at 2 AM. Now it’s arriving today. What’s the situation?","None","AGE12",SC049C3,"Try to cancel the order last minute.","None","None",SC049C4O5,"Too late. The package is already out for delivery.","I8","None"
SC049,"You impulsively order something online at 2 AM. Now it’s arriving today. What’s the situation?","None","AGE12",SC049C3,"Try to cancel the order last minute.","None","None",SC049C4O6,"Miraculously, you manage to stop it just in time.","I6","None"
SC049,"You impulsively order something online at 2 AM. Now it’s arriving today. What’s the situation?","None","AGE12",SC049C4,"Ignore it and pretend past-you made responsible choices.","None","None",SC049C5O7,"Past-you was a genius, this was a great purchase!","I2","None"
SC049,"You impulsively order something online at 2 AM. Now it’s arriving today. What’s the situation?","None","AGE12",SC049C4,"Ignore it and pretend past-you made responsible choices.","None","None",SC049C5O8,"Past-you was an idiot. Now you’re stuck with this.","I10","None"
SC050,"It’s midnight, and you suddenly crave a snack. The kitchen is calling. What do you do?","None","AGE12",SC050C1,"Make a responsible, healthy snack.","None","None",SC050C2O1,"You feel proud of yourself, but also a little sad.","I7","None"
SC050,"It’s midnight, and you suddenly crave a snack. The kitchen is calling. What do you do?","None","AGE12",SC050C1,"Make a responsible, healthy snack.","None","None",SC050C2O2,"You try to enjoy it, but it’s just not the same.","I3","None"
SC050,"It’s midnight, and you suddenly crave a snack. The kitchen is calling. What do you do?","None","AGE12",SC050C2,"Raid the fridge and grab whatever looks good.","None","None",SC050C3O3,"You create a weird food combo that’s surprisingly amazing.","I9","None"
SC050,"It’s midnight, and you suddenly crave a snack. The kitchen is calling. What do you do?","None","AGE12",SC050C2,"Raid the fridge and grab whatever looks good.","None","None",SC050C3O4,"You regret your choices, but eat it anyway.","I14","None"
SC050,"It’s midnight, and you suddenly crave a snack. The kitchen is calling. What do you do?","None","AGE12",SC050C3,"Go full chef mode and start cooking at midnight.","None","None",SC050C4O5,"Now you have a five-star meal… and a mountain of dishes.","I6","None"
SC050,"It’s midnight, and you suddenly crave a snack. The kitchen is calling. What do you do?","None","AGE12",SC050C3,"Go full chef mode and start cooking at midnight.","None","None",SC050C4O6,"The cooking attempt fails, and now you’re just sad and hungry.","I12","None"
SC050,"It’s midnight, and you suddenly crave a snack. The kitchen is calling. What do you do?","None","AGE12",SC050C4,"Decide against it and just go back to bed.","None","None",SC050C5O7,"You feel a sense of discipline, but the craving haunts you.","I5","None"
SC050,"It’s midnight, and you suddenly crave a snack. The kitchen is calling. What do you do?","None","AGE12",SC050C4,"Decide against it and just go back to bed.","None","None",SC050C5O8,"You fall asleep, dreaming of the snacks you could have had.","I11","None"
SC051,"You decide to fix something minor around the house. Naturally, this escalates into a full-blown home improvement saga. What happens next?","None","AGE12",SC051C1,"Watch a five-minute tutorial and confidently proceed.","None","None",SC051C2O1,"Shockingly, it works. You are now a self-proclaimed handyman.","I7","None"
SC051,"You decide to fix something minor around the house. Naturally, this escalates into a full-blown home improvement saga. What happens next?","None","AGE12",SC051C1,"Watch a five-minute tutorial and confidently proceed.","None","None",SC051C2O2,"The five-minute tutorial failed to mention that you need actual skills.","I12","None"
SC051,"You decide to fix something minor around the house. Naturally, this escalates into a full-blown home improvement saga. What happens next?","None","AGE12",SC051C2,"Give up immediately and call a professional.","None","None",SC051C3O3,"The job gets done flawlessly, but your wallet weeps.","I10","None"
SC051,"You decide to fix something minor around the house. Naturally, this escalates into a full-blown home improvement saga. What happens next?","None","AGE12",SC051C2,"Give up immediately and call a professional.","None","None",SC051C3O4,"The professional takes one look and charges extra for ‘your mistakes'.","I3","None"
SC051,"You decide to fix something minor around the house. Naturally, this escalates into a full-blown home improvement saga. What happens next?","None","AGE12",SC051C3,"Overestimate your abilities and make things worse.","None","None",SC051C4O5,"Now it’s an emergency repair job. Well done.","I5","None"
SC051,"You decide to fix something minor around the house. Naturally, this escalates into a full-blown home improvement saga. What happens next?","None","AGE12",SC051C3,"Overestimate your abilities and make things worse.","None","None",SC051C4O6,"You somehow fix it, but only after an unnecessary struggle.","I14","None"
SC051,"You decide to fix something minor around the house. Naturally, this escalates into a full-blown home improvement saga. What happens next?","None","AGE12",SC051C4,"Decide the issue is ‘charming’ and leave it broken.","None","None",SC051C5O7,"You convince yourself it adds character to your home.","I8","None"
